Id,Date,Text,Retweets,Favorites,Hashtags,IsReply,MentionedUsers
1189470830650019842,2019-10-30 09:15:19,@TeslaStars @Tesla …,77,3331,[],1,"['TeslaStars', 'Tesla']"
1189662336837025792,2019-10-30 21:56:18,@TeslaNY Walking on a Tesla Solarglass roof is definitely no problem!,74,1671,[],1,['TeslaNY']
1190094817084051456,2019-11-01 02:34:49,Tesla Solarglass vs 🎃 \nHappy Halloween!! https://t.co/p5tXeJYqne,4861,85493,[],0,[]
1191795051728269312,2019-11-05 19:10:57,@WillFealey @Teslarati Fair point. Coming soon. We’re making foundational upgrades to the core Tesla corporate OS. 2FA right after that.,76,1610,[],1,"['WillFealey', 'Teslarati']"
1192522536363282432,2019-11-07 19:21:43,RT @Teslarati: Tesla receives top scores in Moody’s Carbon Transition Assessment\nhttps://t.co/iWRvBiMCwg,434,0,[],0,['Teslarati']
1192650885010051073,2019-11-08 03:51:44,RT @ElectrekCo: 2020 Tesla Model 3 beats Hyundai IONIQ to become most efficient EV produced https://t.co/22UBKKzkIy by @llsethj https://t.c…,655,0,[],0,"['ElectrekCo', 'llsethj']"
1193552635606908928,2019-11-10 15:34:58,@getjeda @Tesla Haha,136,5021,[],1,"['getjeda', 'Tesla']"
1193555008001728512,2019-11-10 15:44:23,@xtrmmax @getjeda @Tesla Yes,71,2546,[],1,"['xtrmmax', 'getjeda', 'Tesla']"
1194443851903180800,2019-11-13 02:36:20,Congrats to Tesla team on Model 3 winning best midsize car in Germany! 🇩🇪🇩🇪🇩🇪 https://t.co/4CDTf4c3eC,1950,25012,[],0,[]
1194746283820535808,2019-11-13 22:38:06,"RT @lexfridman: The pale blue dot and beyond... Thank you to @elonmusk and the SpaceX, Tesla, Neuralink teams for making the world dream. F…",7497,0,[],0,"['lexfridman', 'elonmusk']"
1194762745650003969,2019-11-13 23:43:30,@v_g_fischer @Tesla There will be many opportunities for both new & experienced people!,58,1401,[],1,"['v_g_fischer', 'Tesla']"
1194814381311381504,2019-11-14 03:08:41,@nichegamer @v_g_fischer @Tesla Memes are modern art,227,1730,[],1,"['nichegamer', 'v_g_fischer', 'Tesla']"
1194816538022416385,2019-11-14 03:17:15,@flcnhvy @v_g_fischer @Tesla It was Tacheles,23,701,[],1,"['flcnhvy', 'v_g_fischer', 'Tesla']"
1196296059204407296,2019-11-18 05:16:21,@farrxy @Ford I’d be way too embarrassed to put that on a Tesla. It’s like a kid’s drawing.,46,1457,[],1,"['farrxy', 'Ford']"
1197235962171904000,2019-11-20 19:31:11,"@TeslaTested So many reporters gave Chanos airtime when he called Tesla a worthless fraud. Now that he has been proven wrong, silence …",538,4745,[],1,['TeslaTested']
1197612659568336896,2019-11-21 20:28:03,RT @Tesla: Cybertruck Unveil starts at 8\n\nStay tuned for livestream https://t.co/zrbsoKKLd7,7683,0,[],0,['Tesla']
1197624614714630146,2019-11-21 21:15:33,@WillFealey @Tesla Fun party guaranteed!,66,1501,[],1,"['WillFealey', 'Tesla']"
1197627433970589696,2019-11-21 21:26:45,Tesla Cybertruck (pressurized edition) will be official truck of Mars,10253,121938,[],0,[]
1197637653903970304,2019-11-21 22:07:22,@ElenMatvievska @Tesla Coming soon! We’re working to complete the full Supercharger route from London to Shanghai.,138,2223,[],1,"['ElenMatvievska', 'Tesla']"
1197712322233389056,2019-11-22 03:04:04,RT @Tesla: Cybertruck Unveil livestream starts at 8pm \nhttps://t.co/BhTBgNqeWQ https://t.co/qzKnsIkkms,2819,0,[],0,['Tesla']
1197712829177987072,2019-11-22 03:06:05,@DMC_Ryan High time we had a Tesla coil!,78,1850,[],1,['DMC_Ryan']
1197755415485771776,2019-11-22 05:55:18,RT @engineers_feed: @Tesla Oh. My. God. The Tesla Cyber Truck 🔥\nCredit @MyTeslaAdventur https://t.co/v424gdB2XP,5414,0,[],0,"['engineers_feed', 'Tesla', 'MyTeslaAdventur']"
1197886092889821184,2019-11-22 14:34:34,RT @MotorTrend: The MotorTrend team visited @Tesla twice during the development of #Cybertruck. Six exclusive stories and five videos at ht…,3039,0,['Cybertruck'],0,"['MotorTrend', 'Tesla']"
1197886803799232512,2019-11-22 14:37:24,@MoeSargi Tesla 2 person electric ATV will come at first as an option for Cybertruck,311,3917,[],1,['MoeSargi']
1197895848950026240,2019-11-22 15:13:20,@mithunoorath @Tesla Yes,149,5618,[],1,"['mithunoorath', 'Tesla']"
1198093416359325697,2019-11-23 04:18:24,@SuperSaf @Tesla Sure,345,11882,[],1,"['SuperSaf', 'Tesla']"
1198704127439560705,2019-11-24 20:45:09,"@annerajb @flcnhvy We’re creating this alloy at Tesla. Not a problem to create a lot of it, but we’ll need to come up with new body manufacturing methods, as it can’t be made using standard methods.",123,2568,[],1,"['annerajb', 'flcnhvy']"
1198746930970386433,2019-11-24 23:35:14,@Sofiaan @Tesla We should def make it good to hang out there,51,1389,[],1,"['Sofiaan', 'Tesla']"
1198747350069460992,2019-11-24 23:36:54,"@TeslaOwnersofMA @Sofiaan @Tesla In general, this is something Tesla should do",41,1308,[],1,"['TeslaOwnersofMA', 'Sofiaan', 'Tesla']"
1199240674484162560,2019-11-26 08:17:12,@Nnedi @Tesla We’d be happy to help,87,2405,[],1,"['Nnedi', 'Tesla']"
1199718926218776576,2019-11-27 15:57:36,@RenataKonkoly @Tesla @Teslarati @InsideEVs 🤣🤣,699,28886,[],1,"['RenataKonkoly', 'Tesla', 'Teslarati', 'InsideEVs']"
1199720951899811841,2019-11-27 16:05:39,@TheWalkingDead @Tesla The finest in apocalypse protection technology! Flamethrower optional.,641,12949,[],1,"['TheWalkingDead', 'Tesla']"
1200326465104990209,2019-11-29 08:11:44,@hardmaru @Tesla Touché,361,12743,[],1,"['hardmaru', 'Tesla']"
1201005212812468232,2019-12-01 05:08:50,"@indiealexh @es2120 @Tesla @woodhaus2 Safety work is done by engineering, with passive safety by body/chassis eng & active by Autopilot. Design in automotive refers to look & feel.",110,1566,[],1,"['indiealexh', 'es2120', 'Tesla', 'woodhaus2']"
1201020290853044224,2019-12-01 06:08:45,@TeslaForLife @Tesla @RamTrucks @Ford Laminar air flow due to a completely smooth bottom is underappreciated,360,10230,[],1,"['TeslaForLife', 'Tesla', 'RamTrucks', 'Ford']"
1201244266443366400,2019-12-01 20:58:45,"@royalsociety Tesla was almost called Faraday, as original holder of Tesla Motors trademark refused to sell it to us!",193,2981,[],1,['royalsociety']
1202298140763639809,2019-12-04 18:46:29,RT @Tesla: Model X just earned 5 stars from Euro NCAP in safety testing,2492,0,[],0,['Tesla']
1203115312016547840,2019-12-07 00:53:37,@vincent13031925 @vicentes @neiltyson Huge admiration & respect for the Tesla China team. Their talent & drive is amazing!,229,4883,[],1,"['vincent13031925', 'vicentes', 'neiltyson']"
1204116819956494336,2019-12-09 19:13:15,RT @Teslarati: Tesla's Virtual Power Plant rescues grid after coal peaker fails despite being only 2% complete\nhttps://t.co/XZZts0R3vl,1083,0,[],0,['Teslarati']
1204890899454410752,2019-12-11 22:29:10,"RT @edmunds: The Edmunds 2020 #TopRated best EV of the year is the @Tesla Model 3.\n\nThe Model 3 is unlike any other vehicle on sale, electr…",1208,0,['TopRated'],0,"['edmunds', 'Tesla']"
1205029016761094150,2019-12-12 07:38:00,@andrewMcarney @Tesla Sure,66,2059,[],1,"['andrewMcarney', 'Tesla']"
1207072889318465542,2019-12-17 22:59:37,@AlexSibila @Tesla Some good ideas here!,70,1476,[],1,"['AlexSibila', 'Tesla']"
1207131698468544512,2019-12-18 02:53:18,"@acevedo_lex @AlexSibila @Tesla Yes, probably & partially",82,1907,[],1,"['acevedo_lex', 'AlexSibila', 'Tesla']"
1207572562466738177,2019-12-19 08:05:09,Tesla Moth Mode (better late than never) https://t.co/Rcu87A8NkO,20116,183838,[],0,[]
1207865226604863488,2019-12-20 03:28:05,"Tesla holiday software update has FSD sneak preview, Stardew Valley, Lost Backgammon & a few other things",3073,64362,[],0,[]
1208470170697527296,2019-12-21 19:31:55,@dealer_of_happy @Tesla We’re working on moving more cars to Florida. End of year delivery is intense! Very proud of Tesla team for all their hard work.,185,4377,[],1,"['dealer_of_happy', 'Tesla']"
1208671790706216960,2019-12-22 08:53:05,"@RationalEtienne @cleantechnica That’s certainly our impression, but it’s an old version of Tesla software, so effect is limited",106,2452,[],1,"['RationalEtienne', 'cleantechnica']"
1208675660006191106,2019-12-22 09:08:28,@RationalEtienne @DonchoGunchev @Tesla @karpathy Sending you healing vibes …,79,1961,[],1,"['RationalEtienne', 'DonchoGunchev', 'Tesla', 'karpathy']"
1208831048026509312,2019-12-22 19:25:55,"If Tesla & SpaceX go bankrupt, so will I. As it should be.",7579,131789,[],1,[]
1208832207801872385,2019-12-22 19:30:32,"@TechnologicAli Started Zip2 with ~$2k & ~$100k of student debt, rolled proceeds into X/PayPal, rolled proceeds again into SpaceX/Tesla, but these are all companies where I played fundamental founding role. Not right to ask others to put in money if I don’t put in mine.",823,12371,[],1,['TechnologicAli']
1208876280491327488,2019-12-22 22:25:39,@therealcliffyb @Tesla Good point,46,1838,[],1,"['therealcliffyb', 'Tesla']"
1208877220233482240,2019-12-22 22:29:23,@therealcliffyb @Tesla @SpaceX Truth,39,1065,[],1,"['therealcliffyb', 'Tesla', 'SpaceX']"
1209535258653286418,2019-12-24 18:04:12,RT @Tesla: Trans-Canada Supercharger route from Vancouver to Halifax is now open! 🇨🇦⚡\nOver half the locations are V3 for the fastest chargi…,2131,0,[],0,['Tesla']
1209536537794359297,2019-12-24 18:09:17,@Erdayastronaut @Tesla Yes,89,3186,[],1,"['Erdayastronaut', 'Tesla']"
1209592161425149952,2019-12-24 21:50:19,"RT @Teslarati: Happy Holidays via OTA!\n\nAwesome first look at Tesla's (2019.40.50) software update in action, by @tesla_raj : Text messagin…",400,0,[],0,"['Teslarati', 'tesla_raj']"
1210259962598838272,2019-12-26 18:03:55,@TeslaOwnersofMA @Tesla @disneyplus @BenSullins Coming soon,120,2312,[],1,"['TeslaOwnersofMA', 'Tesla', 'disneyplus', 'BenSullins']"
1210263196457504768,2019-12-26 18:16:46,@teslaownersSV @tesla_unplugged @TeslaOwnersofMA @Tesla @disneyplus @BenSullins No,40,827,[],1,"['teslaownersSV', 'TeslaOwnersofMA', 'Tesla', 'disneyplus', 'BenSullins']"
1210267959588864000,2019-12-26 18:35:41,"@teslaownersSV @tesla_unplugged @TeslaOwnersofMA @Tesla @disneyplus @BenSullins Car should autonavigate to destinations based on your calendar. If nothing in calendar, should do work in morning & home in evening. Future versions will guess based on prior patterns (if preference enabled).",69,1063,[],1,"['teslaownersSV', 'TeslaOwnersofMA', 'Tesla', 'disneyplus', 'BenSullins']"
1210268839507681280,2019-12-26 18:39:11,@teslaownersSV @tesla_unplugged @TeslaOwnersofMA @Tesla @disneyplus @BenSullins Merry Christmas 🎄🎁😀\nHope you’re enjoying latest software update!,106,1740,[],1,"['teslaownersSV', 'TeslaOwnersofMA', 'Tesla', 'disneyplus', 'BenSullins']"
1210269213174034432,2019-12-26 18:40:40,"@TesLatino @teslaownersSV @tesla_unplugged @TeslaOwnersofMA @Tesla @disneyplus @BenSullins If you enter a longer distance than range, system should autonav to optimal Superchargers along the way. Is it not doing this correctly?",39,979,[],1,"['TesLatino', 'teslaownersSV', 'TeslaOwnersofMA', 'Tesla', 'disneyplus', 'BenSullins']"
1210270551236730880,2019-12-26 18:45:59,"Just swipe down on Tesla nav button for car to automatically navigate to home, work or destination in calendar",2236,60281,[],0,[]
1210293100616151040,2019-12-26 20:15:36,@flcnhvy @Sofiaan @Erdayastronaut The overarching goal of Tesla engineering is maximize area under user happiness curve,166,2306,[],1,"['flcnhvy', 'Sofiaan', 'Erdayastronaut']"
1211194577643810816,2019-12-29 07:57:44,@SMZGallagher @Tesla Sorry about this. We will do our best. The Tesla production & delivery teams have been working super hard.,38,1046,[],1,"['SMZGallagher', 'Tesla']"
1211242943933083648,2019-12-29 11:09:56,@Snipergen @Tesla Sure. Trax will get much better & more fun. This is an alpha version.,66,1418,[],1,"['Snipergen', 'Tesla']"
1211456506601857025,2019-12-30 01:18:33,@ingmutw @iam_preethi @Tesla Ok,43,1139,[],1,"['iam_preethi', 'Tesla']"
1211460287540465664,2019-12-30 01:33:35,@BrianGilbert_ @Tesla @AusTeslaOwners Is purchasing through the Tesla app not working?,26,346,[],1,"['BrianGilbert_', 'Tesla', 'AusTeslaOwners']"
1211461989467394049,2019-12-30 01:40:20,@BrianGilbert_ @Tesla @AusTeslaOwners Tesla app based payment will soon be rolled out WW. It’s tough making functionality work across so many regulatory domains.,42,637,[],1,"['BrianGilbert_', 'Tesla', 'AusTeslaOwners']"
1211485911441117185,2019-12-30 03:15:24,@vincent13031925 @Tesla @jsrdctz Amazing work by Tesla China team!! ❤️❤️,164,2778,[],1,"['vincent13031925', 'Tesla', 'jsrdctz']"
1211552159034171392,2019-12-30 07:38:38,@ajtourville @Erdayastronaut Tesla uses that to wirebond cells to module current collectors. Is there a commercially available machine that can weld ~4mm full hard 301 stainless barrels & domes?,41,673,[],1,"['ajtourville', 'Erdayastronaut']"
1211553335855271936,2019-12-30 07:43:19,@TeslaGong @BrianGilbert_ @Tesla @AusTeslaOwners Coming …,27,369,[],1,"['TeslaGong', 'BrianGilbert_', 'Tesla', 'AusTeslaOwners']"
1211554346414067712,2019-12-30 07:47:20,"@TeslaGong @BrianGilbert_ @Tesla @AusTeslaOwners Tesla merch def needs some love, but too many fish to fry rn",45,839,[],1,"['TeslaGong', 'BrianGilbert_', 'Tesla', 'AusTeslaOwners']"
1211556824442425344,2019-12-30 07:57:11,"@Erdayastronaut Direct drive using several Tesla Plaid motors in parallel for SN1. Simpler, lighter & more fault tolerant. Rear flaps each need ~1.5 megawatts. It’s like moving the entire wing of an aircraft!",118,1738,[],1,['Erdayastronaut']
1211586941931675649,2019-12-30 09:56:51,"@EverydayTesla Yeah, engineering is ~90% of my time at SpaceX & about ~60% at Tesla",118,1955,[],1,['EverydayTesla']
1211779406676611073,2019-12-30 22:41:38,@JaneidyEve Headed to Tesla Fremont factory tomorrow to help with vehicle deliveries,186,2389,[],1,['JaneidyEve']
1211836235762880512,2019-12-31 02:27:28,@teslaownersSV @rhoehn Thanks all Tesla club members for helping out! Looking forward to seeing you there tomorrow. ❤️,157,3077,[],1,"['teslaownersSV', 'rhoehn']"
1212091907762819072,2019-12-31 19:23:25,RT @Teslarati: Tesla Model S gets another 'Car of the Decade' Award: 'Nothing Else Comes Close'\nhttps://t.co/m26soDUp0J,1261,0,[],0,['Teslarati']
1212264717617639424,2020-01-01 06:50:06,Congratulations Tesla & SpaceX on great 2019! You rock!! Looking forward to epic 2020 ♥️🚀🛰🚘☀️,7756,162077,[],0,[]
1213302526239531008,2020-01-04 03:33:58,"@hot_rod_co @Tesla People talk about the products they *love*, that touch their heart & bring moments of joy",331,6797,[],1,"['hot_rod_co', 'Tesla']"
1213880594200817664,2020-01-05 17:51:01,@APompliano @Tesla Fair piece by Stoll,94,3026,[],1,"['APompliano', 'Tesla']"
1214483582363693057,2020-01-07 09:47:04,At Tesla Giga Shanghai NSFW!! https://t.co/1yrPyzJQGZ,35031,295969,[],0,[]
1214956305808527361,2020-01-08 17:05:30,♥️♥️ Tesla China Team ♥️♥️\n     Such amazing progress!!,2907,91609,[],0,[]
1216903105352060928,2020-01-14 02:01:23,@rhoehn @Tesla Thanks for mentioning! We should’ve done this ages ago.,154,7676,[],1,"['rhoehn', 'Tesla']"
1217493904297058304,2020-01-15 17:09:01,@nntaleb Just saw this today. Tesla refunds in general should be easy to get electronically & certainly through customer service. Will he addressed.,256,12869,[],1,['nntaleb']
1218290871126216704,2020-01-17 21:55:53,"@kekai Munro’s analysis of Tesla engineering is accurate, both pro & con. I think he will appreciate some elements of the Model Y body design.",173,2377,[],1,['kekai']
1219667824991506433,2020-01-21 17:07:24,@vm_one1 @Exhaustedpengu1 @RationalEtienne Would like to take a moment to thank Michael & Ze’ev for helping Tesla. It was very hard work & both could’ve just rested on their laurels. Much appreciated 🍻.,81,1317,[],1,"['vm_one1', 'Exhaustedpengu1', 'RationalEtienne']"
1219881215156801537,2020-01-22 07:15:20,Want to play The Witcher game on your Tesla? (you can already watch the show on Tesla Netflix theater),8838,84463,[],0,[]
1220768333097771011,2020-01-24 18:00:26,@Erdayastronaut @TrevorMahlmann @Tesla V3 Supercharger deployment will accelerate considerably this year,355,6898,[],1,"['Erdayastronaut', 'TrevorMahlmann', 'Tesla']"
1220938613862436865,2020-01-25 05:17:04,"@EvaFoxU @Tesla Sounds like we need to clear up a few things! Tesla won’t use this much net water on a daily basis. It’s possibly a rare peak usage case, but not an everyday event. Also, this is not a natural forest — it was planted for use as cardboard & only a small part will be used for GF4.",403,6067,[],1,"['EvaFoxU', 'Tesla']"
1220940018589388800,2020-01-25 05:22:39,@EvaFoxU @Tesla Giga Berlin / GF4 will absolutely be designed with sustainability and the environment in mind,127,1455,[],1,"['EvaFoxU', 'Tesla']"
1220940556827652096,2020-01-25 05:24:47,@Kristennetten @EvaFoxU @Tesla Exactly!,44,919,[],1,"['Kristennetten', 'EvaFoxU', 'Tesla']"
1220940716219650048,2020-01-25 05:25:25,@HarryStoltz1 @EvaFoxU @Tesla Yes,72,1493,[],1,"['HarryStoltz1', 'EvaFoxU', 'Tesla']"
1220941133506699264,2020-01-25 05:27:04,@teslaownersSV @Kristennetten @EvaFoxU @Tesla Yes,59,1364,[],1,"['teslaownersSV', 'Kristennetten', 'EvaFoxU', 'Tesla']"
1220942162046541824,2020-01-25 05:31:10,"@IheartTesla @EvaFoxU @Tesla For sure. Giga Berlin will build sustainable energy vehicles using sustainable energy, so net environmental impact will be extremely positive!",227,4137,[],1,"['IheartTesla', 'EvaFoxU', 'Tesla']"
1220943367753699329,2020-01-25 05:35:57,"@IheartTesla @EvaFoxU @Tesla Going with nomenclature of Giga [most widely understood location name] vs Giga #, so Giga Shanghai, Giga Nevada, Giga New York & Giga Berlin",170,2097,[],1,"['IheartTesla', 'EvaFoxU', 'Tesla']"
1221176639339425792,2020-01-25 21:02:53,"A Tesla works as a boat for short periods of time, as an electric car has no air intake or exhaust to block & battery/motor/electronics are water-sealed. Submarines are just underwater EVs. \nhttps://t.co/1U63ZoVj3q https://t.co/KKfcUQGYnL",4937,46672,[],0,[]
1222597315023654912,2020-01-29 19:08:09,A friend just sent me this excerpt from a Tesla blog I wrote 14 years ago https://t.co/Hr8w52ithY,35868,355893,[],0,[]
1223691762004348934,2020-02-01 19:37:05,@MarcelMeijer @Tesla Yes,37,894,[],1,"['MarcelMeijer', 'Tesla']"
1224043531951583233,2020-02-02 18:54:54,"“At Tesla, using AI to solve self-driving isn’t just icing on the cake, it the cake” - @lexfridman \n\nJoin AI at Tesla! It reports directly to me & we meet/email/text almost every day. My actions, not just words, show how critically I view (benign) AI.\n\nhttps://t.co/iF97zvYZRz",5119,45409,[],0,['lexfridman']
1224045120670064641,2020-02-02 19:01:13,"Tesla will soon have over a million connected vehicles worldwide with sensors & compute needed for full self-driving, which is orders of magnitude more than everyone else combined, giving you the best possible dataset to work with",956,13230,[],1,[]
1224087317364854785,2020-02-02 21:48:53,Tesla will hold a super fun AI party/hackathon at my house with the Tesla AI/autopilot team in about four weeks. Invitations going out soon.,5779,106816,[],0,[]
1224218624514314240,2020-02-03 06:30:39,"@flcnhvy @Tesla @thirdrowtesla Ok sure 😀 Btw, we recruit great engineers from almost anywhere in the world, so this shouldn’t be thought of as USA only. Also, work location can be Bay Area (preferred), but Austin (many of our chip designers are there) or potentially any Tesla Gigafactory.",229,5117,[],1,"['flcnhvy', 'Tesla', 'thirdrowtesla']"
1225973907615821825,2020-02-08 02:45:31,@RationalEtienne @Tesla @kimbal Haha true,91,3195,[],1,"['RationalEtienne', 'Tesla', 'kimbal']"
1226635243408543750,2020-02-09 22:33:26,"Hard to believe that is high efficiency solar power seamlessly integrated into beautiful roof tiles. Great work by SolarGlass engineering, Giga NY factory & Tesla installation teams!",904,22413,[],1,[]
1226743836677935105,2020-02-10 05:44:57,"@Revoeh020 @Tesla Yes, but we want to focus on textured black first, then move into Earth tones & convolutions",89,3437,[],1,"['Revoeh020', 'Tesla']"
1226920048918269952,2020-02-10 17:25:09,Please let us know what improvements we can make to any aspect of Tesla SolarGlass roof! Critical feedback is much appreciated.,581,18630,[],1,[]
1226920273753997316,2020-02-10 17:26:02,@G_d_Photographr Sounds like we should open a Tesla Center there!,37,619,[],1,['G_d_Photographr']
1226922175715627008,2020-02-10 17:33:36,"@Emmonstein No problem. Snow and ice tend to slide off the Tesla SolarGlass due to lower surface roughness, so accumulates less than a normal roof. Even so, it’s very strong and can be walked on without breaking the glass tiles.",80,1164,[],1,[]
1226924143527940096,2020-02-10 17:41:25,Should preface this saying that feedback from early Tesla Solar roof owners has been v positive. It’s stunning vs a regular roof in person imo. Photos don’t do it justice.,300,9903,[],1,[]
1226926073532862465,2020-02-10 17:49:05,"Tesla April company talk will be from our Giga New York factory, where we make SolarGlass & several other products. Will also offer customer & media tours.",1825,36035,[],0,[]
1227499833155391488,2020-02-12 07:49:00,@EVHQ2 @Tesla This does seem high,200,11648,[],1,"['EVHQ2', 'Tesla']"
1228395668521156608,2020-02-14 19:08:44,@teslaownersSV @Tesla Will take action,96,3157,[],1,"['teslaownersSV', 'Tesla']"
1228540886826418178,2020-02-15 04:45:47,Tesla Model S estimated EPA range is now above 390 miles or ~630 km https://t.co/sNFzIkuJpC,3536,47436,[],0,[]
1228849721013346304,2020-02-16 01:12:59,"Tesla is ramping up Solar Roof installation across the USA! Training will be provided, so no prior experience needed. Apply at https://t.co/84BkZvuBn8",5112,49482,[],0,[]
1229546793811226627,2020-02-17 23:22:54,"@_KarenHao @OpenAI All orgs developing advanced AI should be regulated, including Tesla",255,1832,[],1,"['_KarenHao', 'OpenAI']"
1230587629210603531,2020-02-20 20:18:48,RT @Tesmanian_com: Tesla Model 3 Is Consumer Reports' Top EV Pick for 2020 https://t.co/4ZthC6qt88 https://t.co/AyIfI6CsNb,998,0,[],0,['Tesmanian_com']
1231332796964032512,2020-02-22 21:39:50,Getting there was super hard. Very proud of Tesla team!,540,20827,[],1,[]
1234521166003478529,2020-03-02 16:49:16,RT @WIRED: Your Cybertruck is here. It's just ... a toy. The Hot Wheels Tesla Cybertruck goes 25 miles per hour and accelerates like a demo…,2866,0,[],0,['WIRED']
1235037411656298496,2020-03-04 03:00:39,"RT @Teslarati: Tesla rolls out ""range update"" for Model S, Model X display to reflect improved efficiency. Model X shows a whopping 354 mil…",613,0,[],0,['Teslarati']
1235268457676988417,2020-03-04 18:18:45,"@Sofiaan @Tesla True. Oddly, those who complained didn’t actually order FSD. Perhaps they weren’t aware that the computer is upgraded for free if the FSD option is ordered even after delivery.",115,1540,[],1,"['Sofiaan', 'Tesla']"
1235268973509234688,2020-03-04 18:20:48,"@Erdayastronaut @Sofiaan @Tesla Cool, we’re tracking to release more FSD features later this month",198,2370,[],1,"['Erdayastronaut', 'Sofiaan', 'Tesla']"
1235269705109127168,2020-03-04 18:23:42,@justpaulinelol @Erdayastronaut @Sofiaan @Tesla We’re making progress. Improved rules are going through the EU standards committees. Hopefully better in a few months.,117,2133,[],1,"['justpaulinelol', 'Erdayastronaut', 'Sofiaan', 'Tesla']"
1235304051165868033,2020-03-04 20:40:11,RT @Tesla: Model 3 recently earned the 2020 IIHS Top Safety Pick+ Award. Winning cars are selected on their ability to protect people insid…,1891,0,[],0,['Tesla']
1235671666572668929,2020-03-05 21:00:57,RT @Tesla: Art of the Roof,3894,0,[],0,['Tesla']
1235671806318538752,2020-03-05 21:01:30,@Tesla Raising art to new heights,513,19177,[],1,['Tesla']
1237204618850992129,2020-03-10 02:32:21,"Congratulations Tesla team on making our 1,000,000th car!! https://t.co/5M99a9LLQi",19911,255507,[],0,[]
1237239239915569153,2020-03-10 04:49:56,Tesla should have a mega rave cave under the Berlin Gigafatory,9413,76209,[],0,[]
1237470704351805440,2020-03-10 20:09:41,@EvaFoxU @Autozeitung @Tesla ⚡️,85,2602,[],1,"['EvaFoxU', 'Autozeitung', 'Tesla']"
1237533992741556224,2020-03-11 00:21:10,RT @vincent13031925: Tesla Topped 1st Place 🏆🥇 in Consumer Reports Owner Satisfaction Survey 👏🏻👏🏻👏🏻\n\n$TSLA #Tesla \n@elonmusk @Tesla\nhttps:/…,902,0,['Tesla'],0,"['vincent13031925', 'elonmusk', 'Tesla']"
1237764524914196480,2020-03-11 15:37:13,@TesLatino @Tesla Checking,64,1429,[],1,"['TesLatino', 'Tesla']"
